id,original_title,release_date,overview,popularity,vote_average,vote_count
99,Todo sobre mi madre,1999-04-16,"Following the tragic death of her teenage son, Manuela travels from Madrid to Barcelona in an attempt to contact the long-estranged father the boy never knew. She reunites with an old friend, an outspoken transgender sex worker, and befriends a troubled actress and a pregnant, HIV-positive nun.",2.6426,7.631,1970
55,Amores perros,2000-06-16,"A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog.",5.3198,7.63,2758
534780,अंधाधुन,2018-10-05,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,6.6838,7.63,571
498249,Mauvaises herbes,2018-11-21,"Wael, a former street child, makes a living from small scams with his adoptive mother and partner-in-crime Monique. When this unconventional duo swindles the wrong guy, Victor, an old acquaintance of Monique now in charge of a support organization for troubled teens, they have no choice but to become his interim secretary and educator in order to redeem themselves.",3.4482,7.6,613
228205,The Longest Ride,2015-04-09,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,4.6743,7.63,3239
13929,Geri's Game,1997-11-24,"An aging codger named Geri plays a daylong game of chess in the park against himself. Somehow, he begins losing to his livelier opponent. But just when the game's nearly over, Geri manages to turn the tables.",1.1984,7.6,1174
9343,Fitzcarraldo,1982-03-02,"Fitzcarraldo is a dreamer who plans to build an opera house in Iquitos, in the Peruvian Amazon, so, in order to finance his project, he embarks on an epic adventure to collect rubber, a very profitable product, in a remote and unexplored region of the rainforest.",3.7681,7.63,826
426426,Roma,2018-11-21,"In 1970s Mexico City, two domestic workers help a mother of four while her husband is away for an extended period of time.",1.6232,7.629,4004
29154,Stand and Deliver,1988-03-11,"Jaime Escalante is a mathematics teacher in a school in a hispanic neighbourhood. Convinced that his students have potential, he adopts unconventional teaching methods to try and turn gang members and no-hopers into some of the country's top algebra and calculus students.",3.3342,7.6,410
744114,My Policeman,2022-10-20,"In the late 1990s, the arrival of elderly invalid Patrick into Marion and Tom’s home triggers the exploration of seismic events from 40 years previous: the passionate relationship between Tom and Patrick at a time when homosexuality was illegal.",2.0872,7.628,732
627725,The Banker,2020-03-06,"In the 1960s, two entrepreneurs hatch an ingenious business plan to fight for housing integration—and equal access to the American Dream.",3.7018,7.627,1031
76341,Mad Max: Fury Road,2015-05-13,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",10.7939,7.627,23421
13363,The Man from Earth,2007-06-10,"A departing professor gathers his closest colleagues for an intimate farewell, but the night takes an unexpected turn when he shares a stunning secret about his past. As the conversation unfolds, skepticism and curiosity collide, challenging everything they thought they knew about history, science, and belief.",4.9418,7.627,2710
1939,Laura,1944-11-26,A police detective falls in love with the woman whose murder he's investigating.,1.7831,7.627,857
74308,Detachment,2011-04-24,"A chronicle of three weeks in the lives of several high school teachers, administrators and students through the eyes of substitute teacher, Henry Barthes. Henry roams from school to school, imparting modes of knowledge, but never staying long enough to form any semblance of sentient attachment.",6.04,7.626,1840
650,Boyz n the Hood,1991-07-12,"In the middle of the Los Angeles ghetto, drugs, robberies and shootings dominate everyday life. During these times, Furious tries to raise his son Tre to be a decent person. Tre's friends, on the other hand, have little regard for the law and drag the entire neighborhood into a street war...",3.8059,7.627,2120
42987,The Servant,1963-11-14,Indolent aristocrat Tony employs competent Barrett as his manservant and all seems to be going well until Barrett persuades Tony to hire his sister as a live-in maid.,2.2337,7.6,356
15251,Eddie Murphy: Delirious,1983-10-15,"Taped live and in concert at Constitution Hall in Washington, D.C. in August, 1983, Eddie Murphy: Delirious captures Eddie Murphy's wild and outrageous stand-up comedy act, which he performed in New York and eighteen other cities across the U.S. to standing-room-only audiences. Eddie's comedy was groundbreaking, completely new, razor sharp and definitely funny.Eddie Murphy pontificates in his own vulgarly hilarious fashion on everything from bizarre sexual fantasies to reliving the family barbecue, and is peppered with Eddie's one-of-a-kind wit. Laugh along as Eddie reminiscences of hot childhood days and the ice cream man intermixed with classic vocal parodies of top American entertainers.Experience Eddie Murphy at his best, live and red hot! Delirious! Uncensored and Uncut!",0.4383,7.625,331
995,Stagecoach,1939-03-02,"A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo, and learn something about each other in the process.",2.3408,7.6,1177
81401,A torinói ló,2011-03-31,A monumental windstorm and an abused horse's refusal to work or eat signal the beginning of the end for a poor farmer and his daughter.,3.58,7.6,384
28580,The Lost Weekend,1945-11-29,"Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another.",3.0254,7.6,631
8832,Il Divo,2008-05-28,"Italy, early '90s. Calm, clever and inscrutable, politician Giulio Andreotti has been synonymous with power for decades. He has survived everything: electoral battles, terrorist massacres, loss of friends, slanderous accusations; but now certain repentant mobsters implicate him in the crimes of Cosa Nostra.",2.5282,7.624,1150
207703,Kingsman: The Secret Service,2015-01-24,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,12.6644,7.623,17317
966220,Снайпер. Білий ворон,2022-05-03,"Mykola is an eccentric pacifist who wants to be useful to humanity. When the war begins in Donbas, Mykola’s naive world is collapsing as the militants kill his pregnant wife and burn his home to the ground. Recovered, he makes a cardinal decision and gets enlisted in a sniper company. Having met his wife’s killers, he emotionally breaks down and arranges “sniper terror” for the enemy.",7.6241,7.622,837
614917,King Richard,2021-11-18,"The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",2.7821,7.622,2683
583083,The Kissing Booth 2,2020-07-24,"With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",5.2118,7.622,5068
