Age,IQ,CGPA,Years_of_Experience,Package_LPA
53,153,9.13,5,26.35
21,157,5.08,8,26.04
33,114,9.2,1,17.67
47,115,6.08,5,21.14
26,149,5.08,6,21.24
26,131,9.01,0,15.62
53,148,8.94,10,36.32
50,121,5.07,11,31.93
55,150,5.36,10,30.59
43,94,9.61,3,22.14
30,100,9.53,8,30.75
39,80,7.61,13,39.22
48,147,9.27,10,36.82
43,90,6.49,8,27.22
24,89,5.77,4,18.5
40,124,9.88,7,30.44
39,135,7.89,10,34.46
47,98,6.48,9,28.89
54,121,7.59,9,31.44
24,120,8.01,10,34.0
58,99,6.66,12,35.85
27,106,8.84,10,33.49
27,91,5.2,12,33.75
46,157,6.21,4,19.63
46,143,6.56,2,16.08
39,117,8.62,2,19.23
29,145,8.98,0,15.61
40,137,8.13,9,32.55
36,90,6.66,5,21.22
37,109,6.31,9,30.29
42,143,6.98,2,17.03
33,127,7.2,14,41.43
32,119,7.97,13,39.49
30,147,8.39,0,14.51
21,100,6.89,3,17.52
52,84,5.6,7,23.92
50,115,7.2,6,24.56
28,86,6.81,5,22.17
41,139,5.3,0,9.95
42,135,6.03,14,39.5
38,110,7.07,0,11.9
22,104,7.77,13,38.74
29,135,7.72,1,16.21
23,158,6.06,8,27.45
46,153,6.15,8,27.64
41,113,8.55,12,38.51
50,123,6.71,12,35.85
48,86,5.95,11,32.95
56,130,7.27,8,28.54
46,104,7.47,13,39.77
54,107,6.0,2,15.86
28,121,7.34,7,26.7
30,106,8.74,8,30.74
34,116,5.85,12,34.88
35,134,6.79,9,30.36
37,117,5.51,14,38.52
38,135,6.08,3,16.86
52,113,7.16,13,39.48
58,108,9.87,3,23.56
43,127,8.49,13,41.3
43,151,9.66,14,44.36
55,156,5.52,9,28.31
59,125,9.71,0,17.06
35,116,7.56,14,41.58
44,82,6.41,7,25.11
48,157,9.22,14,44.12
36,156,8.01,5,25.3
36,129,5.45,3,16.14
59,100,7.68,0,13.41
26,127,8.21,2,17.03
22,137,5.09,6,22.02
33,110,7.75,1,16.16
29,86,6.82,8,26.94
54,136,7.28,2,16.74
37,115,5.54,5,21.27
47,103,7.51,4,21.82
49,103,9.92,10,36.26
57,135,8.69,13,41.69
42,140,9.64,2,20.86
44,156,6.39,3,17.49
27,149,6.91,7,27.0
54,107,8.25,0,15.13
32,111,8.7,10,34.14
43,156,6.52,8,28.46
35,157,6.74,3,18.05
53,124,5.66,3,16.65
33,148,8.39,10,34.55
43,147,6.74,1,14.28
58,157,5.69,4,19.88
52,97,8.17,7,28.72
55,154,5.06,12,34.76
21,81,9.75,0,16.07
25,82,8.21,2,17.49
33,108,8.04,13,40.43
25,127,8.24,6,26.67
52,144,6.58,5,21.49
41,121,6.17,8,27.8
44,85,7.68,9,31.24
38,138,9.72,13,42.76
41,98,6.41,8,27.02
30,131,8.58,4,22.39
44,140,9.87,11,39.72
41,81,7.75,6,24.6
45,158,7.29,14,41.63
43,102,8.74,2,18.62
42,98,5.71,3,16.83
24,149,5.17,9,27.0
54,129,6.76,12,36.02
26,140,9.19,11,37.52
48,98,5.39,1,12.42
51,101,7.96,14,41.54
55,82,5.26,8,26.02
59,84,7.5,13,39.82
43,146,5.65,11,32.87
26,139,8.04,5,23.89
36,118,6.55,8,28.06
22,107,6.85,13,37.38
44,80,5.31,2,13.28
37,101,8.88,8,30.43
21,124,8.01,2,18.47
26,130,7.91,8,29.98
25,130,8.29,11,35.56
49,107,8.32,7,28.21
32,109,6.76,5,21.97
59,87,6.37,6,23.58
23,120,6.49,6,23.6
21,104,9.06,5,24.76
47,138,5.85,9,29.63
44,156,7.43,8,29.07
39,113,8.13,8,30.75
28,118,7.58,0,13.13
22,150,7.77,3,18.89
50,125,9.2,1,18.09
50,117,6.65,9,29.72
59,112,6.73,12,36.68
52,101,5.83,11,33.49
21,106,8.75,3,19.73
58,142,6.04,14,39.95
33,106,7.6,12,37.09
31,100,9.27,5,25.11
30,132,5.49,13,36.67
46,114,5.84,6,22.92
40,126,5.92,4,19.09
37,129,5.67,13,36.9
37,89,9.72,13,42.41
24,107,8.7,14,43.83
25,116,7.27,9,31.27
43,120,6.49,8,26.91
30,140,5.58,12,34.99
48,130,5.12,14,37.82
53,87,8.25,8,30.0
46,137,7.53,3,18.99
49,140,7.96,11,37.05
47,112,5.84,0,10.19
38,98,7.94,0,13.67
30,109,6.02,13,37.28
25,157,5.21,11,32.02
30,93,9.36,0,15.15
41,115,9.14,12,39.56
44,86,7.94,2,17.44
58,113,9.57,10,36.32
23,129,8.86,1,17.55
51,111,6.37,8,27.18
57,121,9.57,4,24.82
22,112,6.94,8,28.44
22,93,9.92,9,33.7
59,107,8.49,4,22.93
54,118,6.04,14,39.17
40,110,6.98,11,34.72
53,103,8.33,11,35.89
24,83,8.94,13,41.51
31,157,7.88,6,26.36
25,88,8.7,2,17.72
45,149,7.41,4,21.19
57,103,6.43,11,34.12
54,144,8.52,8,31.85
29,96,9.12,7,28.84
26,116,6.59,4,19.25
38,129,7.14,11,35.05
34,124,6.69,1,13.71
39,99,5.73,14,37.99
34,138,8.83,14,43.66
37,138,7.55,7,27.56
55,90,5.81,13,38.01
49,134,6.73,10,31.83
37,144,8.7,6,26.43
28,156,6.89,8,28.08
21,137,5.36,8,26.61
56,123,5.53,12,34.84
27,156,9.99,4,25.3
25,93,7.14,8,28.42
44,155,8.18,14,42.29
48,131,8.1,5,24.6
37,113,5.83,14,38.82
57,142,6.99,13,39.57
40,106,8.57,6,26.72
23,91,7.12,11,33.7
57,117,7.95,1,16.02
46,135,6.85,4,20.91
35,144,6.33,5,20.82
28,119,5.09,14,37.24
33,100,7.12,2,17.09
23,111,6.98,13,37.97
21,91,7.3,1,15.15
29,105,5.03,13,35.79
51,115,7.59,9,31.83
46,95,5.59,10,30.3
37,157,7.48,12,38.17
54,113,6.71,8,28.24
29,103,5.22,8,24.8
33,151,5.83,13,37.18
25,118,6.29,1,13.21
33,143,6.17,1,13.65
21,156,8.02,1,16.43
45,108,5.22,6,22.12
24,110,7.22,1,14.26
56,142,9.08,10,35.68
30,122,6.43,14,39.45
48,98,8.02,7,27.3
26,89,9.61,5,25.01
47,135,8.94,4,23.19
32,139,9.16,6,27.6
23,122,7.19,8,29.3
53,127,5.42,8,27.03
30,119,7.43,10,32.8
51,113,5.36,3,16.42
35,80,7.49,7,26.24
27,98,7.49,14,40.94
56,80,9.09,14,43.85
34,104,7.73,13,38.49
34,147,5.5,13,36.65
23,107,7.28,0,12.63
23,124,8.66,2,18.15
42,103,5.52,1,12.99
39,123,7.45,8,29.47
55,81,7.52,6,24.95
32,102,9.66,3,22.16
25,157,8.89,2,19.07
30,141,6.22,10,30.9
53,94,9.04,6,27.31
33,111,7.14,8,29.42
55,83,7.49,9,30.5
52,110,6.85,4,20.33
31,138,5.45,13,35.74
58,150,9.95,6,29.48
44,80,5.43,0,10.28
55,148,5.42,8,26.87
39,93,5.6,11,32.24
26,102,6.38,4,19.0
55,150,7.73,9,32.13
24,95,8.87,2,19.0
53,88,8.82,10,35.34
33,110,7.51,6,25.47
56,140,9.23,5,26.51
39,124,5.11,10,29.47
32,86,5.2,8,25.94
31,136,8.23,7,27.16
26,143,7.32,11,34.97
32,81,7.52,14,41.8
47,85,6.09,7,25.06
45,140,9.19,12,40.54
23,113,7.52,5,22.04
23,96,6.05,4,19.22
40,105,5.69,5,21.31
48,155,9.98,0,17.75
43,99,8.64,9,32.87
23,120,7.66,1,14.75
44,137,7.83,5,24.03
26,133,5.55,4,18.3
40,108,8.61,12,38.56
31,127,9.6,0,16.45
52,156,9.49,5,27.25
47,101,8.94,12,39.65
41,151,8.26,11,36.56
33,150,6.34,1,13.83
42,84,6.72,3,17.49
55,131,9.16,14,44.83
42,80,8.58,8,30.37
48,124,9.95,5,27.44
41,119,5.43,2,13.43
38,143,6.74,8,28.06
51,90,9.4,0,15.41
57,131,5.13,2,14.27
41,86,6.68,4,19.4
34,130,9.87,2,21.23
45,100,7.73,5,24.11
47,118,6.54,4,20.28
43,123,9.65,9,34.12
51,136,6.74,11,34.6
49,120,5.67,1,12.2
50,118,7.9,7,27.48
46,99,8.57,1,16.26
40,101,5.4,9,27.79
58,108,8.11,9,32.18
39,125,6.86,1,14.08
47,147,5.62,5,20.78
45,82,8.18,2,18.82
58,152,6.35,1,14.88
43,84,5.85,1,13.02
49,135,5.47,8,26.28
35,146,7.01,13,38.23
23,111,8.1,8,30.31
30,120,9.88,6,28.05
35,108,6.69,8,27.56
36,145,8.06,1,16.61
37,90,5.59,1,11.85
39,138,9.68,2,21.18
31,83,8.7,9,32.13
25,133,8.56,7,28.45
25,146,7.74,4,20.74
34,81,7.82,0,13.38
46,157,7.23,13,38.06
28,127,5.23,11,31.08
25,147,5.35,0,10.32
27,123,5.96,6,23.03
36,141,5.94,14,38.88
34,98,5.29,13,35.28
57,123,7.48,5,23.15
24,110,7.54,10,32.47
56,141,8.0,10,34.87
37,94,8.94,5,24.2
56,108,9.68,9,34.92
26,146,9.74,4,25.19
36,126,9.5,1,18.05
49,86,8.71,8,31.29
56,147,8.35,3,21.25
58,80,5.59,1,12.92
57,150,8.28,2,20.16
30,101,5.78,11,32.78
56,136,8.73,7,28.42
49,152,5.81,9,28.28
34,137,8.41,3,20.66
24,106,5.36,2,12.85
56,117,6.57,2,16.31
33,155,6.87,9,30.44
38,92,6.57,9,30.28
53,94,6.55,5,22.16
41,159,7.66,9,31.48
36,152,9.12,14,44.25
35,127,9.37,9,34.24
25,94,5.37,8,25.49
26,119,5.96,6,22.38
58,109,6.55,4,20.47
23,102,8.42,9,32.05
32,88,7.01,2,16.44
56,111,7.38,9,31.2
53,114,8.92,0,15.44
56,128,8.21,8,31.53
53,124,7.94,2,18.71
51,95,7.9,2,18.04
41,111,6.0,11,33.58
47,104,5.55,7,24.14
47,116,6.63,13,39.03
28,116,8.84,1,17.55
57,114,9.27,8,31.34
52,124,8.99,3,21.54
46,87,5.79,7,24.11
22,126,9.59,9,34.01
32,115,6.94,14,40.78
42,89,9.19,13,41.1
37,80,8.13,10,33.78
27,147,8.97,12,40.25
24,154,5.15,7,23.37
57,94,7.17,12,36.36
58,158,8.03,11,36.62
52,82,6.85,12,35.02
31,111,8.95,6,26.63
21,99,8.62,7,27.86
45,135,6.95,11,33.56
44,157,7.19,8,29.09
37,121,7.46,2,17.18
28,152,7.73,4,21.42
47,139,6.49,2,16.04
38,135,6.15,0,10.58
47,126,5.56,13,37.55
42,103,5.7,14,38.28
36,120,7.34,5,23.33
22,83,8.32,8,30.26
25,155,8.33,14,42.34
38,130,7.28,0,12.91
23,80,8.09,7,27.84
47,93,9.8,9,34.28
37,89,9.91,2,21.38
36,115,9.22,5,25.41
26,121,9.57,8,32.84
27,127,5.68,8,26.84
34,97,6.39,14,39.52
58,155,9.77,1,19.56
35,139,5.65,10,31.01
53,107,9.37,3,22.2
47,132,7.2,1,14.72
49,88,9.87,10,35.84
57,103,8.58,4,22.78
25,99,6.69,0,11.92
49,148,5.59,1,12.6
52,106,6.19,11,32.37
26,119,8.52,13,40.31
22,150,6.61,1,14.22
26,133,9.75,2,19.83
24,94,7.67,2,17.06
49,130,7.62,5,23.46
45,148,9.04,9,34.09
29,119,8.99,5,25.73
23,148,8.44,1,17.27
46,122,9.76,0,17.62
47,143,7.9,13,40.65
56,86,9.5,12,40.54
52,81,7.35,11,34.13
21,109,8.81,3,20.28
36,154,6.17,7,26.55
31,131,9.25,13,41.83
46,112,6.76,8,28.03
21,88,8.63,5,23.72
46,90,6.61,10,32.09
48,155,9.77,14,45.21
29,89,5.95,13,35.91
42,133,7.64,6,25.37
28,154,6.97,11,34.63
47,99,7.67,8,29.91
59,84,6.15,6,22.92
39,103,7.52,12,37.74
45,111,5.66,10,30.71
58,110,6.16,9,29.45
41,123,8.36,4,22.22
44,157,7.34,11,35.95
44,98,7.48,14,41.59
39,103,9.66,7,30.63
22,91,6.08,7,24.63
34,129,7.76,14,41.24
52,104,7.66,8,29.33
52,130,7.23,1,14.96
48,93,9.15,3,20.95
59,151,7.83,11,36.63
33,108,9.1,5,25.35
32,104,9.3,9,33.73
28,138,5.36,5,20.63
35,136,9.69,0,15.71
46,91,8.82,2,18.98
32,129,7.42,14,40.89
47,91,9.1,14,43.99
38,127,6.15,11,32.63
56,129,9.1,6,28.05
47,98,7.78,4,21.51
29,132,7.22,11,34.41
59,114,7.85,3,20.26
21,106,8.58,11,36.3
27,146,6.39,13,37.13
46,156,5.49,6,22.22
27,130,9.53,12,39.49
27,98,9.75,8,32.17
28,122,8.12,3,20.03
36,114,7.55,11,34.61
23,94,5.27,1,11.79
30,95,7.08,3,17.56
27,148,6.7,11,33.72
41,150,6.92,2,16.92
57,120,8.6,2,19.81
51,133,6.81,9,31.16
43,144,8.96,8,32.06
47,109,9.95,11,37.95
42,98,7.73,8,29.34
59,125,6.39,13,37.43
47,139,9.79,14,45.14
24,158,8.66,3,20.0
44,103,6.12,8,26.8
43,115,9.97,12,40.52
39,128,5.05,13,35.76
23,138,7.88,11,35.68
47,93,8.42,2,17.48
23,118,5.91,0,10.18
48,87,5.26,1,11.98
37,127,5.04,4,17.07
51,159,9.63,10,37.79
30,148,7.91,14,42.86
42,120,5.86,12,34.51
50,114,8.08,12,38.3
41,143,5.01,8,26.73
56,132,6.87,13,38.98
43,133,8.84,14,43.71
58,116,5.5,0,10.06
32,131,8.02,11,36.25
45,97,6.58,12,35.43
40,100,5.49,3,16.43
27,121,9.12,6,27.22
49,144,7.74,4,21.95
49,87,8.96,12,38.92
33,118,9.84,5,25.8
23,140,5.92,11,32.87
22,139,5.68,10,30.06
36,148,9.9,11,38.94
50,138,6.17,9,30.12
58,89,7.13,9,30.16
26,142,9.18,1,17.76
27,149,6.15,14,40.35
25,86,8.56,5,23.7
27,114,8.93,9,31.76
54,121,7.48,13,40.47
52,108,7.44,2,17.46
33,106,6.14,5,21.23
50,117,8.13,1,16.54
45,81,6.0,10,30.13
41,104,6.31,2,15.06
41,145,7.98,11,36.22
48,117,6.39,0,10.57
40,138,7.32,14,41.77
54,86,9.75,7,30.65
25,128,7.97,6,25.97
38,147,8.75,9,32.98
59,120,8.51,0,14.28
31,153,9.76,9,35.93
37,130,5.53,8,26.4
42,103,5.92,8,27.26
57,115,8.43,2,19.19
40,159,9.23,7,30.54
26,89,8.73,13,41.07
54,100,5.74,6,22.0
34,106,8.4,9,31.68
43,134,8.14,7,27.54
40,84,7.68,1,15.0
33,138,7.82,9,32.15
52,115,8.04,0,13.89
46,153,5.91,11,33.42
34,113,6.66,6,24.26
56,131,8.06,9,30.96
28,85,5.4,13,35.65
42,93,8.55,2,19.78
42,138,8.73,0,15.09
36,136,5.72,7,24.48
47,116,6.42,0,11.2
30,137,6.16,6,23.4
45,111,6.05,10,31.73
51,99,6.83,12,36.09
41,158,8.77,7,28.91
47,140,7.03,4,21.4
37,136,7.67,7,27.26
53,131,5.61,3,16.81
51,127,8.07,3,21.24
46,158,10.0,13,43.59
41,90,8.65,12,39.21
56,109,7.42,12,37.77
21,139,7.36,0,12.54
24,97,9.61,5,24.73
24,156,7.04,12,37.41
46,153,8.63,6,27.07
24,126,8.05,11,36.33
29,91,8.13,13,39.92
50,129,5.42,4,18.73
24,119,8.33,2,17.73
25,143,8.21,5,23.68
43,98,8.71,7,28.32
36,106,8.39,5,24.62
42,131,9.4,12,39.77
57,159,9.99,3,24.54
28,86,5.95,9,29.49
53,142,9.44,3,22.46
58,156,6.46,14,40.12
36,134,6.31,12,36.42
25,155,6.12,13,36.62
36,110,7.73,8,29.65
27,90,7.63,8,30.26
21,96,9.25,13,41.43
29,145,7.2,2,16.91
38,146,8.92,8,31.66
23,111,9.87,4,24.78
44,103,5.97,1,12.14
48,92,5.42,1,12.48
30,101,6.75,0,11.13
29,98,9.79,4,23.72
33,132,8.91,7,28.92
55,118,7.27,13,39.08
43,100,5.47,8,25.54
37,95,6.48,7,25.32
27,86,9.43,5,25.63
36,157,5.77,11,33.58
56,105,8.27,2,18.18
40,155,8.07,11,36.81
44,110,6.55,9,29.5
25,147,7.95,3,19.78
26,119,8.69,14,42.92
48,106,5.3,14,38.43
25,88,8.99,5,25.01
59,155,7.3,1,15.65
58,95,6.11,2,14.98
22,151,7.7,6,24.98
59,92,5.29,2,15.05
41,157,9.21,7,30.31
57,139,9.96,6,30.09
38,158,8.39,9,33.02
32,139,6.59,4,19.15
37,88,9.46,0,16.63
57,132,6.56,10,31.76
58,111,6.81,2,16.66
35,134,9.61,8,30.78
27,104,8.1,10,34.17
34,120,6.9,2,16.33
21,105,7.21,13,37.98
58,108,8.4,12,39.34
23,115,8.26,6,25.97
57,82,6.82,3,18.03
51,138,5.6,11,33.07
33,113,7.11,8,28.11
38,85,8.35,1,15.78
37,110,6.33,7,25.42
37,111,9.42,7,29.77
31,121,6.7,6,24.31
40,136,6.02,6,23.67
30,152,7.1,8,29.62
49,125,6.19,2,15.6
54,135,7.27,6,25.37
37,129,5.44,3,15.52
33,109,7.19,3,18.51
59,115,8.69,1,16.28
47,105,6.41,11,33.83
46,129,9.92,8,32.51
48,81,5.92,1,11.56
33,86,6.72,12,35.45
32,106,7.46,8,28.87
48,159,9.22,10,35.75
22,128,7.17,12,36.86
57,125,8.68,3,20.09
54,105,5.08,11,32.9
43,144,5.13,14,38.2
49,81,5.19,6,21.0
55,157,5.12,6,21.89
31,158,6.02,7,25.17
53,143,7.98,6,26.27
31,143,8.95,6,27.17
29,139,7.84,1,16.0
34,88,5.41,7,24.33
29,94,8.52,4,21.75
59,116,7.76,2,17.59
23,85,6.58,3,17.01
49,122,5.88,8,27.43
39,124,5.41,11,32.2
56,155,7.47,1,16.02
52,150,9.21,13,42.53
27,107,5.5,7,23.66
48,131,5.53,6,23.51
38,155,6.37,2,16.3
25,114,6.9,7,25.14
43,145,9.96,2,22.22
42,105,7.7,3,18.85
46,99,9.14,12,39.88
32,141,6.13,12,34.99
39,80,9.55,12,41.19
21,132,8.72,2,18.94
23,156,6.67,8,27.7
47,109,8.77,10,35.56
38,139,9.43,6,27.85
50,89,6.8,7,25.92
22,101,9.16,10,36.18
25,108,7.23,6,24.11
49,148,8.73,5,26.4
53,87,6.47,11,33.36
40,132,8.45,3,21.03
50,90,9.38,12,40.01
25,105,7.4,10,32.54
41,98,8.89,10,36.08
35,98,7.78,9,30.67
40,109,9.25,3,21.65
28,115,6.19,14,38.46
51,121,5.12,9,27.32
32,135,8.35,10,34.11
41,88,8.89,7,29.4
50,86,5.39,5,19.12
47,97,8.29,0,14.56
46,88,6.05,13,36.55
53,85,9.95,5,27.47
46,149,8.91,5,25.62
46,124,5.77,13,36.77
56,101,7.38,5,23.28
21,158,8.94,6,27.26
35,152,7.61,5,23.06
21,149,9.89,1,18.87
31,111,7.16,11,34.49
22,146,9.43,5,26.35
21,95,5.46,10,29.38
51,81,7.75,9,30.86
36,146,9.98,6,28.61
42,120,8.39,13,40.63
38,130,5.77,11,32.28
37,93,8.3,10,34.12
50,157,7.13,10,33.91
30,128,8.52,1,15.99
55,128,6.76,6,24.15
41,106,7.47,1,15.56
36,118,6.09,7,23.98
26,152,5.8,11,32.96
23,115,6.49,0,12.06
41,89,8.88,1,17.39
33,83,8.97,3,20.61
38,81,7.72,10,33.58
44,158,5.93,3,17.34
47,107,9.05,1,17.78
24,105,9.33,12,40.55
42,152,5.51,1,13.21
44,109,7.07,3,17.34
30,88,7.75,13,39.26
22,80,9.03,5,24.49
26,135,8.16,6,25.51
38,135,7.06,4,20.38
37,155,7.32,14,41.65
58,140,7.15,7,27.42
43,124,5.63,1,12.64
50,92,8.93,0,16.58
41,93,5.32,6,21.66
30,89,8.43,4,22.15
33,96,5.77,3,15.37
32,96,7.1,12,36.52
29,110,5.61,4,18.37
24,125,7.96,3,20.22
59,128,9.51,0,16.18
44,154,8.04,7,28.29
54,159,6.97,11,34.88
59,97,9.69,4,24.9
25,154,6.48,7,25.88
35,90,6.28,11,32.97
24,152,8.58,10,34.8
59,134,9.78,7,31.03
28,82,8.89,3,20.75
44,157,6.93,8,28.42
48,95,6.38,14,39.02
47,88,7.32,6,24.86
21,147,8.7,3,20.85
54,124,6.4,10,32.11
37,81,9.2,5,24.63
57,101,8.18,10,34.48
58,148,7.42,5,23.47
46,128,5.45,4,18.93
44,100,7.1,6,23.89
59,153,6.2,11,34.05
41,134,7.55,11,35.74
50,83,8.27,8,29.7
33,137,6.59,3,18.27
57,149,9.06,1,18.15
23,138,9.34,2,20.36
52,105,6.18,8,27.74
55,153,5.14,5,19.56
39,148,5.86,7,24.88
34,118,7.27,8,29.34
42,80,8.36,5,24.48
37,136,7.98,14,42.19
24,127,7.91,12,37.41
39,151,6.16,11,34.02
57,100,5.8,11,32.26
22,110,5.18,3,15.51
35,137,7.15,5,22.66
22,126,6.51,4,19.79
31,102,7.74,7,28.66
43,154,8.01,6,27.4
30,159,6.44,11,33.62
23,86,7.77,3,19.54
25,128,8.04,10,33.73
23,110,9.4,11,36.77
58,126,5.73,0,10.58
33,147,6.92,3,18.37
39,114,6.59,9,29.93
55,154,6.27,9,29.75
44,113,7.13,9,31.14
44,137,9.71,10,36.28
37,94,9.22,1,17.92
30,157,7.61,9,31.23
22,150,7.0,4,20.02
43,121,7.16,7,26.19
26,97,6.26,9,28.78
22,157,8.29,5,24.34
41,117,6.32,9,30.37
55,143,5.56,11,32.79
49,108,6.6,6,25.02
27,89,7.44,13,38.43
49,96,8.64,5,24.96
57,111,7.44,7,26.91
43,140,5.17,7,23.9
53,125,8.52,0,13.96
28,150,8.87,14,42.72
32,135,5.52,8,26.64
30,140,8.61,9,34.19
35,123,8.28,3,20.02
44,117,6.95,13,38.9
46,129,8.98,6,27.33
59,153,8.55,1,17.29
23,111,7.85,8,29.52
22,132,8.81,9,32.35
26,127,7.18,9,30.99
41,80,8.04,0,14.38
29,109,5.2,1,11.43
30,88,7.26,12,36.36
56,112,8.03,4,20.9
23,105,5.02,12,33.0
44,121,6.98,3,18.4
42,153,7.67,8,29.23
34,121,6.85,4,20.65
47,118,6.81,11,33.5
53,140,9.29,7,30.8
42,126,9.82,1,18.69
49,121,5.48,11,33.3
39,127,9.55,12,41.28
39,131,6.89,8,28.9
26,112,6.19,14,39.69
39,106,5.75,6,22.65
33,122,8.74,12,39.94
46,108,8.62,14,42.74
42,98,5.47,12,34.41
41,107,9.8,1,18.75
56,89,5.36,4,18.32
22,146,7.48,10,32.75
50,95,8.23,3,20.05
47,80,9.44,0,15.91
27,83,6.35,12,34.93
40,148,6.34,11,34.09
51,83,8.91,9,33.41
43,99,7.05,11,34.05
33,142,6.03,6,22.72
37,114,5.11,7,23.58
24,124,8.73,5,24.77
34,136,5.08,8,24.35
40,103,8.19,1,16.18
33,99,7.14,6,24.57
23,107,8.17,5,24.15
46,117,8.8,8,31.41
46,103,8.24,11,36.28
38,103,7.33,2,16.65
52,149,9.54,2,21.94
34,104,5.02,7,22.98
23,148,5.24,1,11.74
21,96,7.43,5,22.29
46,137,6.24,11,33.1
44,152,7.15,13,39.42
55,99,6.44,5,21.2
34,81,6.16,5,20.83
23,88,9.62,9,34.21
33,142,6.08,7,24.76
34,147,5.46,13,35.93
41,85,6.13,3,17.6
46,90,7.14,13,39.22
23,100,6.12,13,36.52
24,142,5.49,5,20.54
56,109,6.34,14,39.77
21,100,9.53,13,40.23
53,102,8.76,4,24.3
27,140,6.17,4,19.11
31,109,8.04,8,30.25
47,125,9.28,14,45.07
34,139,9.85,8,32.93
42,97,5.37,11,32.36
36,141,6.02,10,30.84
32,124,9.72,5,26.76
30,140,9.42,5,26.38
44,138,6.5,0,11.45
38,114,5.99,7,25.2
42,101,9.08,14,42.83
29,103,5.53,13,35.99
37,130,8.1,7,28.79
58,144,9.54,10,37.22
33,94,5.9,8,26.67
57,107,5.63,6,21.94
26,121,8.22,8,30.05
41,99,8.07,0,13.03
56,122,5.34,0,10.3
27,159,6.81,11,33.78
56,148,9.63,9,35.96
45,142,6.15,8,27.06
31,122,7.64,3,19.98
34,158,6.76,8,29.09
49,81,9.52,14,42.85
30,156,7.6,14,42.21
25,102,7.25,7,26.54
28,91,9.46,4,23.04
25,125,8.22,10,33.99
44,112,6.79,13,37.87
46,123,9.97,12,40.61
26,104,9.58,10,36.32
36,114,6.32,4,19.05
56,114,5.17,13,36.36
32,144,5.6,0,10.45
31,122,5.77,1,12.42
23,147,8.67,10,34.19
57,141,6.88,12,36.59
26,110,6.7,1,12.57
39,107,7.79,0,14.63
38,90,5.68,1,11.79
36,111,6.38,8,26.53
43,145,7.42,10,33.54
57,139,7.34,1,15.58
29,130,8.06,7,27.88
23,138,6.55,12,36.17
28,156,6.91,5,22.61
58,96,5.32,6,22.19
24,147,8.25,3,20.59
32,117,7.5,2,16.91
51,143,5.21,6,21.48
45,82,7.52,7,27.14
36,133,6.31,5,21.51
34,155,5.73,13,37.23
33,123,5.03,11,31.55
27,109,9.91,12,40.23
32,154,9.74,0,16.94
57,133,9.12,8,32.37
24,127,6.08,10,31.31
22,114,9.34,5,26.54
55,147,9.49,4,24.15
23,105,5.41,10,30.04
24,151,7.61,7,26.74
58,135,5.53,13,36.66
32,155,7.67,8,29.38
39,148,9.22,13,41.77
30,159,8.13,13,40.29
21,143,5.31,12,34.51
37,108,5.05,9,26.27
36,157,5.47,3,16.09
29,138,9.54,2,20.24
29,104,9.93,7,30.41
29,151,7.42,11,33.83
32,106,6.79,1,13.96
35,101,6.72,8,27.24
22,150,7.12,4,20.88
31,126,6.98,1,14.41
31,155,8.84,7,29.77
28,134,7.64,3,19.59
52,88,5.43,13,35.73
26,133,5.44,9,28.3
40,143,5.56,7,25.22
59,118,6.95,0,13.06
55,87,6.35,6,23.21
28,106,6.85,7,25.21
54,148,5.47,9,27.69
39,112,9.53,1,17.57
27,89,9.14,2,20.04
51,95,7.8,14,41.27
38,90,7.86,4,21.76
34,98,7.52,6,24.49
59,143,6.14,12,35.64
56,131,8.27,10,34.25
37,156,5.46,4,18.45
57,94,7.92,8,30.13
29,121,7.2,3,18.11
40,158,5.29,3,16.26
48,117,7.16,7,27.43
40,128,7.96,9,32.67
56,156,5.4,6,23.41
47,128,6.49,13,38.2
28,158,6.01,12,36.22
52,150,5.12,10,30.31
21,134,5.41,3,16.09
37,101,5.95,11,32.14
29,122,8.0,6,26.32
40,129,9.72,12,41.09
52,98,8.28,7,28.9
22,151,9.9,1,17.64
52,97,9.84,14,44.44
29,89,7.6,0,13.37
50,129,6.11,10,31.04
40,128,9.57,6,28.69
58,120,7.68,0,13.81
21,94,5.76,0,10.38
25,102,6.89,11,34.76
55,155,6.67,8,28.14
56,106,6.8,13,38.72
21,85,5.5,5,19.63
34,103,7.31,5,22.43
29,88,7.63,2,17.3
50,153,9.38,3,22.79
44,141,5.32,2,14.06
24,146,9.05,9,33.59
34,149,8.14,0,13.91
45,157,9.83,6,29.77
24,121,9.14,3,21.09
45,139,7.25,13,38.69
30,127,8.9,3,21.88
55,135,9.61,7,30.04
27,84,7.48,13,38.8
33,158,6.33,2,16.07
24,133,7.02,3,18.02
56,117,7.11,12,36.79
34,98,8.01,7,27.53
38,148,7.13,6,24.97
28,152,8.0,2,18.05
52,150,5.17,10,30.03
47,103,6.88,9,29.87
57,159,8.34,6,27.89
43,89,5.56,4,18.49
27,100,6.07,14,38.39
32,94,8.65,8,29.92
45,143,8.31,9,33.79
23,92,6.73,0,12.15
46,150,9.96,1,19.12
24,119,6.55,7,26.44
56,87,6.24,8,26.8
35,117,6.71,12,35.32
52,131,8.75,5,26.27
49,81,5.46,3,15.8
30,101,6.44,8,27.49
41,83,8.04,6,25.46
36,131,9.32,2,20.19
39,86,7.18,2,16.28
49,80,6.9,8,28.59
38,137,6.75,14,40.44
36,141,5.27,8,25.97
